CODIGO_ENTIDAD|NOMBRE|TIPO_GESTION|ESTADO_LICENCIAMIENTO|PERIODO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|DEPARTAMENTO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|DENOMINACION_PROGRAMA|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL
052A|UNIVERSIDAD CESAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F04|UPCV-�NCASH|�NCASH|SANTA|F04L01|�NCASH|SANTA|NUEVO CHIMBOTE|-9.1273857|-78.5112518|AUTORIZADO POR LIC.|CONTABILIDAD|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
005|UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA|PUBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|INGENIERIA MEC�NICA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
038|UNIVERSIDAD PERUANA UNION|PRIVADO|LICENCIA OTORGADA|6|S|UPeU-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LURIGANCHO|-11.989087|-76.839662|AUTORIZADO POR LIC.|MAESTRIA EN ADMINISTRACION DE NEGOCIOS|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
064A|UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F01|UPSJB-ICA|ICA|ICA|F01L01|ICA|ICA|SUBTANJALLA|-14.030915|-75.772333|AUTORIZADO POR LIC.|INGENIERIA DE COMPUTACION Y SISTEMAS|PREGRADO|CARRERA PROFESIONAL|61|INFORMATICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
071|UNIVERSIDAD CATOLICA SEDES SAPIENTIAE|PRIVADO|LICENCIA OTORGADA|6|S|UCSS-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LOS OLIVOS|-12.0001412|-77.0639086|AUTORIZADO POR LIC.|CONTABILIDAD|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CESAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UPCV-LAMBAYEQUE|LAMBAYEQUE|CHICLAYO|F02L01|LAMBAYEQUE|CHICLAYO|PIMENTEL|-6.786763|-79.879361|AUTORIZADO POR LIC.|DOCTORADO EN EDUCACION|POSGRADO|DOCTORADO|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN CARDIOLOG�A Y CIRUG�A CARDIOVASCULAR|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
057|UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.|PRIVADO|LICENCIA OTORGADA|6|S|USIL-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.072888|-76.9516609|AUTORIZADO POR LIC.|EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEM�TICA Y F�SICA|PREGRADO|CARRERA PROFESIONAL|12|EDUCACION SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PUBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|DOCTORADO EN DERECHO Y CIENCIAS POL�TICAS|POSGRADO|DOCTORADO|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|LICENCIA OTORGADA|6|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN GERENCIA Y GESTION DE SERVICIOS DE SALUD|POSGRADO|SEGUNDA ESPECIALIDAD|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PUBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN BIOLOG�A MOLECULAR Y GEN�TICA|POSGRADO|SEGUNDA ESPECIALIDAD|51|CIENCIAS BIOL�GICAS Y AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
038|UNIVERSIDAD PERUANA UNION|PRIVADO|LICENCIA OTORGADA|6|S|UPeU-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LURIGANCHO|-11.989087|-76.839662|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN ENFERMERIA EN GINECO OBSTETRICIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|LICENCIA OTORGADA|6|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|EDUCACION INICIAL|PREGRADO|CARRERA PROFESIONAL|11|EDUCACION INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTIN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|CARRERA PROFESIONAL DE EDUCACION PRIMARIA|PREGRADO|CARRERA PROFESIONAL|11|EDUCACION INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
026|UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION|PUBLICO|LICENCIA OTORGADA|6|S|UNDAC-PASCO|PASCO|PASCO|SL01|PASCO|PASCO|YANACANCHA|-10.6683864|-76.2527205|AUTORIZADO POR LIC.|CIENCIAS DE LA COMUNICACI�N|PREGRADO|CARRERA PROFESIONAL|32|PERIODISMO E INFORMACI�N|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PUBLICO|LICENCIA OTORGADA|8|F06|UNSAAC-APUR�MAC|APUR�MAC|ANDAHUAYLAS|F06L01|APUR�MAC|ANDAHUAYLAS|ANDAHUAYLAS|-13.6616515|-73.3767641|AUTORIZADO POR LIC.|INGENIERIA AGROPECUARIA|PREGRADO|CARRERA PROFESIONAL|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|GESTION INTEGRADA EN SEGURIDAD, SALUD OCUPACIONAL Y MEDIO AMBIENTE|POSGRADO|MAESTRIA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F01|UTP-AREQUIPA|AREQUIPA|AREQUIPA|F01L02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4075431|-71.5423196|AUTORIZADO POR LIC.|INGENIERIA MEC�NICA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL05|LIMA|LIMA|LIMA|-12.0624396|-77.0405951|AUTORIZADO POR LIC.|INGENIERIA CIVIL|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCI�N|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UPN-LIMA|LIMA|LIMA|F02L05|LIMA|LIMA|COMAS|-11.9341108|-77.0585433|AUTORIZADO POR LIC.|COMUNICACI�N AUDIOVISUAL EN MEDIOS DIGITALES|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
035|UNIVERSIDAD NACIONAL DE UCAYALI|PUBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD DE ENFERMERIA, CON MENCION EN: INSTRUMENTACI�N QUIR�RGICA EN ENFERMERIA|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|LIMA|-12.0704665|-77.0367812|AUTORIZADO POR LIC.|CONTABILIDAD|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|MAESTRIA EN REHABILITACI�N ORAL|POSGRADO|MAESTRIA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CESAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|DOCTORADO EN ARQUITECTURA|POSGRADO|DOCTORADO|73|ARQUITECTURA Y CONSTRUCCI�N|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|LICENCIA OTORGADA|6|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|MAESTRIA EN CIENCIAS ECON�MICAS CON MENCION EN ECONOM�A DE LOS RECURSOS NATURALES Y GESTION AMBIENTAL|POSGRADO|MAESTRIA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
016|UNIVERSIDAD NACIONAL DE CAJAMARCA|PUBLICO|LICENCIA OTORGADA|6|S01|UNC-CAJAMARCA|CAJAMARCA|CAJAMARCA|S01L01|CAJAMARCA|CAJAMARCA|CAJAMARCA|-7.167159|-78.4965043|AUTORIZADO POR LIC.|MEDICINA HUMANA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F04|UTP-�NCASH|�NCASH|SANTA|F04L01|�NCASH|SANTA|NUEVO CHIMBOTE|-9.1306736|-78.5391105|AUTORIZADO POR LIC.|ADMINISTRACION DE EMPRESAS|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UPN-LIMA|LIMA|LIMA|F02L01|LIMA|LIMA|LOS OLIVOS|-11.9646093|-77.0675632|AUTORIZADO POR LIC.|INGENIERIA EMPRESARIAL|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PUBLICO|LICENCIA OTORGADA|8|F07|UNSAAC-MADRE DE DIOS|MADRE DE DIOS|TAMBOPATA|F07L01|MADRE DE DIOS|TAMBOPATA|TAMBOPATA|-12.5825295|-69.1932762|AUTORIZADO POR LIC.|MAESTRIA EN SALUD P�BLICA MENCION SALUD OCUPACIONAL|POSGRADO|MAESTRIA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
039|UNIVERSIDAD ANDINA DEL CUSCO|PRIVADO|LICENCIA OTORGADA|6|S|UAC-CUSCO|CUSCO|CUSCO|SL02|CUSCO|CUSCO|CUSCO|-13.5197131|-71.977133|AUTORIZADO POR LIC.|SALUD COMUNITARIA|POSGRADO|MAESTRIA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN CUIDADOS INTENSIVOS PEDI�TRICOS|POSGRADO|SEGUNDA ESPECIALIDAD|92|BIENESTAR|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LIMA|-12.06576795|-77.03693393|AUTORIZADO POR LIC.|CIENCIAS DE LA COMUNICACI�N|PREGRADO|CARRERA PROFESIONAL|32|PERIODISMO E INFORMACI�N|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA DE ANIMALES DE COMPA��A|POSGRADO|SEGUNDA ESPECIALIDAD|84|VETERINARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
035|UNIVERSIDAD NACIONAL DE UCAYALI|PUBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|PROGRAMA DE COMPLEMENTACION ACADEMICA DE LICENCIATURA EN: EDUCACION SECUNDARIA ESPECIALIDAD MATEM�TICA F�SICA E INFORMATICA|PREGRADO|CARRERA PROFESIONAL|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
061|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|PRIVADO|LICENCIA OTORGADA|6|S|UPNW-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|LINCE|-12.0897808|-77.0324658|AUTORIZADO POR LIC.|NUTRICI�N HUMANA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|DOCENCIA E INVESTIGACI�N EN SALUD|POSGRADO|MAESTRIA|13|EDUCACION SUPERIOR Y TECNOLOGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PUBLICO|LICENCIA OTORGADA|8|F07|UNSAAC-MADRE DE DIOS|MADRE DE DIOS|TAMBOPATA|F07L01|MADRE DE DIOS|TAMBOPATA|TAMBOPATA|-12.5825295|-69.1932762|AUTORIZADO POR LIC.|MAESTRIA EN INGENIERIA CIVIL MENCION GEOTECNIA Y V�AS TERRESTRES|POSGRADO|MAESTRIA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTIN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|PSICOLOGIA ORGANIZACIONAL|POSGRADO|SEGUNDA ESPECIALIDAD|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
033|UNIVERSIDAD NACIONAL SANTIAGO ANT�NEZ DE MAYOLO|PUBLICO|LICENCIA OTORGADA|6|S|UNSAM-�NCASH|�NCASH|HUARAZ|SL04|�NCASH|HUARAZ|HUARAZ|-9.537001434|-77.52841687|AUTORIZADO POR LIC.|MAESTRIA EN CIENCIAS E INGENIERIA CON MENCION EN TECNOLOGIA DE LA INFORMACI�N Y SISTEMAS INFORM�TICOS|POSGRADO|MAESTRIA|61|INFORMATICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
035|UNIVERSIDAD NACIONAL DE UCAYALI|PUBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|PROGRAMA DE COMPLEMENTACION ACADEMICA DE BACHILLERATO EN: EDUCACION INICIAL|PREGRADO|CARRERA PROFESIONAL|11|EDUCACION INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL10|LIMA|LIMA|LIMA|-12.0646769|-77.0351764|AUTORIZADO POR LIC.|INGENIERIA TEXTIL Y DE CONFECCIONES|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCI�N|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
035|UNIVERSIDAD NACIONAL DE UCAYALI|PUBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|AGRONOM�A|PREGRADO|CARRERA PROFESIONAL|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
011|UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA|PUBLICO|LICENCIA OTORGADA|8|S|UNAP-LORETO|LORETO|MAYNAS|SL08|LORETO|MAYNAS|IQUITOS|-3.7527575|-73.2699785|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD PROFESIONAL DE ENFERMERIA EN ENFERMEDADES INFECCIOSAS Y TROPICALES|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
089|UNIVERSIDAD NACIONAL JOS� MARIA ARGUEDAS|PUBLICO|LICENCIA OTORGADA|6|S|UNJMA-APUR�MAC|APUR�MAC|ANDAHUAYLAS|SL01|APUR�MAC|ANDAHUAYLAS|SAN JER�NIMO|-13.6571898|-73.387931|AUTORIZADO POR LIC.|INGENIERIA DE SISTEMAS|PREGRADO|CARRERA PROFESIONAL|61|INFORMATICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
022|UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA|PUBLICO|LICENCIA OTORGADA|6|S|UNAS-HUANUCO|HUANUCO|LEONCIO PRADO|SL01|HUANUCO|LEONCIO PRADO|RUPA-RUPA|-9.313946688|-75.99658307|AUTORIZADO POR LIC.|ECONOM�A|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
006|UNIVERSIDAD NACIONAL DE INGENIERIA|PUBLICO|LICENCIA OTORGADA|10|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|R�MAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|F�SICA|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS F�SICAS Y QU�MICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
027|UNIVERSIDAD NACIONAL DEL CALLAO|PUBLICO|LICENCIA OTORGADA|6|S|UNC-CALLAO|CALLAO|PROV. CONST. DEL CALLAO|SL01|CALLAO|PROV. CONST. DEL CALLAO|BELLAVISTA|-12.0612769|-77.1173082|AUTORIZADO POR LIC.|GERENCIA EDUCATIVA|POSGRADO|MAESTRIA|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
133|UNIVERSIDAD LA SALLE|PRIVADO|LICENCIA OTORGADA|6|S|LS-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.424163|-71.556192|AUTORIZADO POR LIC.|MAESTRIA EN DERECHO EMPRESARIAL|POSGRADO|MAESTRIA|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
061|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|PRIVADO|LICENCIA OTORGADA|6|S|UPNW-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0697607|-77.0374712|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN CUIDADO ENFERMERO EN PACIENTE CL�NICO QUIR�RGICO|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CESAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F07|UPCV-SAN MARTIN|SAN MARTIN|MOYOBAMBA|F07L02|SAN MARTIN|MOYOBAMBA|MOYOBAMBA|-6.030290183|-76.97327432|AUTORIZADO POR LIC.|INGENIERIA CIVIL|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCI�N|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
025|UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZM�N Y VALLE|PUBLICO|LICENCIA OTORGADA|6|S|UNEEGV-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|R�MAC|-12.0305608|-77.0239639|AUTORIZADO POR LIC.|GASTRONOM�A|PREGRADO|CARRERA PROFESIONAL|01|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|LIMA|-12.0672473|-77.03584406|AUTORIZADO POR LIC.|INGENIERIA DE TELECOMUNICACIONES|PREGRADO|CARRERA PROFESIONAL|61|INFORMATICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PUBLICO|LICENCIA OTORGADA|8|F06|UNSAAC-APUR�MAC|APUR�MAC|ANDAHUAYLAS|F06L01|APUR�MAC|ANDAHUAYLAS|ANDAHUAYLAS|-13.6616515|-73.3767641|AUTORIZADO POR LIC.|MAESTRIA EN ECONOM�A MENCION GESTION P�BLICA Y DESARROLLO REGIONAL|POSGRADO|MAESTRIA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|INGENIERIA DE SISTEMAS E INFORMATICA|POSGRADO|MAESTRIA|61|INFORMATICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
038|UNIVERSIDAD PERUANA UNION|PRIVADO|LICENCIA OTORGADA|6|F01|UPeU-PUNO|PUNO|SAN ROM�N|F01L01|PUNO|SAN ROM�N|JULIACA|-15.5132682|-70.1768367|AUTORIZADO POR LIC.|ADMINISTRACION Y NEGOCIOS INTERNACIONALES MODALIDAD DE ESTUDIOS A DISTANCIA|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
010|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU|PUBLICO|LICENCIA OTORGADA|6|S|UNCP-JUN�N|JUN�N|HUANCAYO|SL01|JUN�N|HUANCAYO|EL TAMBO|-12.0330464|-75.237332|AUTORIZADO POR LIC.|MAESTRIA EN SEGURIDAD Y SALUD EN EL TRABAJO|POSGRADO|MAESTRIA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
019|UNIVERSIDAD DE SAN MARTIN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|ONCOLOG�A PEDI�TRICA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
104|UNIVERSIDAD LE CORDON BLEU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|ULCB-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|MAGDALENA DEL MAR|-12.0985893|-77.05636|AUTORIZADO POR LIC.|INGENIERIA EN INDUSTRIAS ALIMENTARIAS|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCI�N|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
